run_tag,sim_idx,event_type,event_target,is_fault,t_start,expert_action,first_trip_index,first_trip_time_ms,relative_delay_ms,first_action,censored,censor_index,censor_time_ms,outcome
combined_W48_fp100,764,flt_1phg_shc,MainLn6-7,True,239,7,965.0,100.52083333333334,0.5208333333333334,7.0,False,,,correct_first_trip
combined_W48_fp100,1289,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,974.0,101.45833333333333,1.4583333333333335,4.0,False,,,correct_first_trip
combined_W48_fp100,2218,flt_2ph_shc,MainBus3,True,239,1,961.0,100.10416666666666,0.10416666666666667,1.0,False,,,correct_first_trip
combined_W48_fp100,944,flt_1phg_shc_w_arc,MainLn6-7,True,239,7,968.0,100.83333333333333,0.8333333333333334,7.0,False,,,correct_first_trip
combined_W48_fp100,2755,flt_2phg_shc,MainBus6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_fp100,1552,flt_1phg_shc_w_arc,MainLn4-11,True,239,5,977.0,101.77083333333334,1.7708333333333333,5.0,False,,,correct_first_trip
combined_W48_fp100,4449,switch_ohl_on,MainBus8,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_fp100,2325,flt_2ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
combined_W48_fp100,199,flt_1phg_shc,MainLn2-3,True,239,1,966.0,100.625,0.625,1.0,False,,,correct_first_trip
combined_W48_fp100,4428,switch_cap_off,MainBus14,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_fp100,1694,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_fp100,1126,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,968.0,100.83333333333333,0.8333333333333334,8.0,False,,,correct_first_trip
combined_W48_fp100,3519,flt_3ph_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
