run_tag,sim_idx,event_type,event_target,is_fault,t_start,expert_action,first_trip_index,first_trip_time_ms,relative_delay_ms,first_action,censored,censor_index,censor_time_ms,outcome
combined_W48_alpha0.9,764,flt_1phg_shc,MainLn6-7,True,239,7,965.0,100.52083333333334,0.5208333333333334,7.0,False,,,correct_first_trip
combined_W48_alpha0.9,1289,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,975.0,101.5625,1.5625,4.0,False,,,correct_first_trip
combined_W48_alpha0.9,2218,flt_2ph_shc,MainBus3,True,239,1,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,944,flt_1phg_shc_w_arc,MainLn6-7,True,239,7,968.0,100.83333333333333,0.8333333333333334,7.0,False,,,correct_first_trip
combined_W48_alpha0.9,2755,flt_2phg_shc,MainBus6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,1552,flt_1phg_shc_w_arc,MainLn4-11,True,239,5,973.0,101.35416666666666,1.3541666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.9,4449,switch_ohl_on,MainBus8,False,239,15,966.0,100.625,,4.0,False,,,false_first_trip
combined_W48_alpha0.9,2325,flt_2ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
combined_W48_alpha0.9,199,flt_1phg_shc,MainLn2-3,True,239,1,970.0,101.04166666666667,1.0416666666666667,1.0,False,,,correct_first_trip
combined_W48_alpha0.9,4428,switch_cap_off,MainBus14,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.9,1694,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,1126,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,968.0,100.83333333333333,0.8333333333333334,8.0,False,,,correct_first_trip
combined_W48_alpha0.9,3519,flt_3ph_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,538,flt_1phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2584,flt_2phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2855,flt_2phg_shc,MainLn10-11,True,239,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
combined_W48_alpha0.9,677,flt_1phg_shc,MainLn6-7,True,239,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
combined_W48_alpha0.9,4487,switch_cable_off,MainBus4,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.9,1322,flt_1phg_shc_w_arc,MainBus10,True,239,11,971.0,101.14583333333334,1.1458333333333333,13.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,1393,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,968.0,100.83333333333333,0.8333333333333334,8.0,False,,,correct_first_trip
combined_W48_alpha0.9,3058,flt_2phg_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,842,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,969.0,100.9375,0.9375,4.0,False,,,correct_first_trip
combined_W48_alpha0.9,438,flt_1phg_shc,MainBus3,True,239,1,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,1302,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,974.0,101.45833333333333,1.4583333333333335,8.0,False,,,correct_first_trip
combined_W48_alpha0.9,1235,flt_1phg_shc_w_arc,MainBus12,True,239,14,962.0,100.20833333333333,0.20833333333333334,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,3686,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.9,4134,flt_1phg_hif_w_arc,MainLn8-9,True,239,9,1017.0,105.9375,5.9375,9.0,False,,,correct_first_trip
combined_W48_alpha0.9,1780,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2252,flt_2ph_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
combined_W48_alpha0.9,3328,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.9,443,flt_1phg_shc,MainBus8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,2689,flt_2phg_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,157,flt_1phg_shc,MainLn8-9,True,239,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
combined_W48_alpha0.9,414,flt_1phg_shc,MainLn7-8,True,239,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
combined_W48_alpha0.9,4228,flt_1phg_incipient,MainBus14,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2715,flt_2phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,3415,flt_3ph_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,1129,flt_1phg_shc_w_arc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,2404,flt_2phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,315,flt_1phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,2374,flt_2ph_shc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,1876,flt_2ph_shc,MainLn10-11,True,239,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
combined_W48_alpha0.9,2607,flt_2phg_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
combined_W48_alpha0.9,2829,flt_2phg_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
combined_W48_alpha0.9,3570,flt_3ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
combined_W48_alpha0.9,4350,flt_1phg_incipient_w_arc,MainBus7,True,239,7,990.0,103.125,3.125,7.0,False,,,correct_first_trip
combined_W48_alpha0.9,625,flt_1phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2310,flt_2ph_shc,MainBus6,True,239,6,962.0,100.20833333333333,0.20833333333333334,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,3061,flt_2phg_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.9,2154,flt_2ph_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,3788,flt_3ph_shc,MainLn6-7,True,239,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
combined_W48_alpha0.9,4064,flt_1phg_hif,MainLn10-11,True,239,12,1103.0,114.89583333333334,14.895833333333334,12.0,False,,,correct_first_trip
combined_W48_alpha0.9,4475,switch_cable_on,MainBus6,False,239,15,962.0,100.20833333333333,,6.0,False,,,false_first_trip
combined_W48_alpha0.9,2388,flt_2ph_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
combined_W48_alpha0.9,4087,flt_1phg_hif,MainBus5,True,239,4,978.0,101.875,1.875,4.0,False,,,correct_first_trip
combined_W48_alpha0.9,2894,flt_2phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.9,2225,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,4208,flt_1phg_incipient,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,463,flt_1phg_shc,MainLn13-14,True,239,14,964.0,100.41666666666667,0.4166666666666667,0.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,833,flt_1phg_shc_w_arc,MainLn3-8,True,239,3,970.0,101.04166666666667,1.0416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,1270,flt_1phg_shc_w_arc,MainLn2-3,True,239,1,997.0,103.85416666666666,3.854166666666667,1.0,False,,,correct_first_trip
combined_W48_alpha0.9,3321,flt_3ph_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
combined_W48_alpha0.9,4119,flt_1phg_hif_w_arc,MainBus8,True,239,3,988.0,102.91666666666667,2.916666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,1873,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,2564,flt_2phg_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
combined_W48_alpha0.9,3572,flt_3ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
combined_W48_alpha0.9,1786,flt_2ph_shc,MainLn10-11,True,239,12,962.0,100.20833333333333,0.20833333333333334,12.0,False,,,correct_first_trip
combined_W48_alpha0.9,4503,switch_motor_start,MainBus6,False,239,15,964.0,100.41666666666667,,6.0,False,,,false_first_trip
combined_W48_alpha0.9,856,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,967.0,100.72916666666666,0.7291666666666667,7.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,23,flt_1phg_shc,MainLn2-3,True,239,1,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,626,flt_1phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,4224,flt_1phg_incipient,MainBus10,True,239,11,967.0,100.72916666666666,0.7291666666666667,13.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,3585,flt_3ph_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
combined_W48_alpha0.9,151,flt_1phg_shc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,598,flt_1phg_shc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,4169,flt_1phg_hif_w_arc,MainBus13,True,239,14,1000.0,104.16666666666667,4.166666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,1973,flt_2ph_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,3817,flt_3ph_shc,MainBus13,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.9,683,flt_1phg_shc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,1991,flt_2ph_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,1417,flt_1phg_shc_w_arc,MainBus3,True,239,1,996.0,103.75,3.75,1.0,False,,,correct_first_trip
combined_W48_alpha0.9,2229,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.9,4316,flt_1phg_incipient_w_arc,MainBus2,True,239,12,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.9,655,flt_1phg_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.9,2210,flt_2ph_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
combined_W48_alpha0.9,1670,flt_2ph_shc,MainLn8-9,True,239,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
combined_W48_alpha0.9,787,flt_1phg_shc,MainBus1,True,239,12,979.0,101.97916666666666,1.9791666666666667,5.0,False,,,wrong_relay_first_trip
combined_W48_alpha0.9,1128,flt_1phg_shc_w_arc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
combined_W48_alpha0.9,896,flt_1phg_shc_w_arc,MainLn10-11,True,239,12,986.0,102.70833333333333,2.7083333333333335,12.0,False,,,correct_first_trip
combined_W48_alpha0.9,298,flt_1phg_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
