run_tag,sim_idx,event_type,event_target,is_fault,t_start,expert_action,first_trip_index,first_trip_time_ms,relative_delay_ms,first_action,censored,censor_index,censor_time_ms,outcome
combined_W48_alpha0.1,764,flt_1phg_shc,MainLn6-7,True,239,7,978.0,101.875,1.875,7.0,False,,,correct_first_trip
combined_W48_alpha0.1,1289,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,1207.0,125.72916666666667,25.729166666666668,4.0,False,,,correct_first_trip
combined_W48_alpha0.1,2218,flt_2ph_shc,MainBus3,True,239,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
combined_W48_alpha0.1,944,flt_1phg_shc_w_arc,MainLn6-7,True,239,7,1026.0,106.875,6.875,7.0,False,,,correct_first_trip
combined_W48_alpha0.1,2755,flt_2phg_shc,MainBus6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.1,1552,flt_1phg_shc_w_arc,MainLn4-11,True,239,5,974.0,101.45833333333333,1.4583333333333335,5.0,False,,,correct_first_trip
combined_W48_alpha0.1,4449,switch_ohl_on,MainBus8,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.1,2325,flt_2ph_shc,MainLn12-13,True,239,13,962.0,100.20833333333333,0.20833333333333334,13.0,False,,,correct_first_trip
combined_W48_alpha0.1,199,flt_1phg_shc,MainLn2-3,True,239,1,969.0,100.9375,0.9375,1.0,False,,,correct_first_trip
combined_W48_alpha0.1,4428,switch_cap_off,MainBus14,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.1,1694,flt_2ph_shc,MainLn1-2,True,239,0,973.0,101.35416666666666,1.3541666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.1,1126,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,973.0,101.35416666666666,1.3541666666666667,8.0,False,,,correct_first_trip
combined_W48_alpha0.1,3519,flt_3ph_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
combined_W48_alpha0.1,538,flt_1phg_shc,MainLn1-2,True,239,0,983.0,102.39583333333334,2.395833333333333,0.0,False,,,correct_first_trip
combined_W48_alpha0.1,2584,flt_2phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
combined_W48_alpha0.1,2855,flt_2phg_shc,MainLn10-11,True,239,12,963.0,100.3125,0.3125,12.0,False,,,correct_first_trip
combined_W48_alpha0.1,677,flt_1phg_shc,MainLn6-7,True,239,7,962.0,100.20833333333333,0.20833333333333334,7.0,False,,,correct_first_trip
combined_W48_alpha0.1,4487,switch_cable_off,MainBus4,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.1,1322,flt_1phg_shc_w_arc,MainBus10,True,239,11,975.0,101.5625,1.5625,11.0,False,,,correct_first_trip
combined_W48_alpha0.1,1393,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,973.0,101.35416666666666,1.3541666666666667,8.0,False,,,correct_first_trip
combined_W48_alpha0.1,3058,flt_2phg_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.1,842,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,971.0,101.14583333333334,1.1458333333333333,4.0,False,,,correct_first_trip
combined_W48_alpha0.1,438,flt_1phg_shc,MainBus3,True,239,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
combined_W48_alpha0.1,1302,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,974.0,101.45833333333333,1.4583333333333335,8.0,False,,,correct_first_trip
combined_W48_alpha0.1,1235,flt_1phg_shc_w_arc,MainBus12,True,239,14,,,,,True,4799.0,499.8958333333333,no_trip
combined_W48_alpha0.1,3686,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.1,4134,flt_1phg_hif_w_arc,MainLn8-9,True,239,9,1039.0,108.22916666666667,8.229166666666666,9.0,False,,,correct_first_trip
combined_W48_alpha0.1,1780,flt_2ph_shc,MainLn1-2,True,239,0,963.0,100.3125,0.3125,0.0,False,,,correct_first_trip
combined_W48_alpha0.1,2252,flt_2ph_shc,MainLn3-4,True,239,2,962.0,100.20833333333333,0.20833333333333334,2.0,False,,,correct_first_trip
combined_W48_alpha0.1,3328,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
combined_W48_alpha0.1,443,flt_1phg_shc,MainBus8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
combined_W48_alpha0.1,2689,flt_2phg_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
combined_W48_alpha0.1,157,flt_1phg_shc,MainLn8-9,True,239,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
