run_tag,sim_idx,event_type,event_target,is_fault,t_start,expert_action,first_trip_index,first_trip_time_ms,relative_delay_ms,first_action,censored,censor_index,censor_time_ms,outcome
phasor_W48,764,flt_1phg_shc,MainLn6-7,True,239,7,964.0,100.41666666666667,0.4166666666666667,7.0,False,,,correct_first_trip
phasor_W48,1289,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,974.0,101.45833333333333,1.4583333333333335,2.0,False,,,wrong_relay_first_trip
phasor_W48,2218,flt_2ph_shc,MainBus3,True,239,1,961.0,100.10416666666666,0.10416666666666667,1.0,False,,,correct_first_trip
phasor_W48,944,flt_1phg_shc_w_arc,MainLn6-7,True,239,7,965.0,100.52083333333334,0.5208333333333334,7.0,False,,,correct_first_trip
phasor_W48,2755,flt_2phg_shc,MainBus6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W48,1552,flt_1phg_shc_w_arc,MainLn4-11,True,239,5,973.0,101.35416666666666,1.3541666666666667,5.0,False,,,correct_first_trip
phasor_W48,4449,switch_ohl_on,MainBus8,False,239,15,965.0,100.52083333333334,,4.0,False,,,false_first_trip
phasor_W48,2325,flt_2ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W48,199,flt_1phg_shc,MainLn2-3,True,239,1,965.0,100.52083333333334,0.5208333333333334,12.0,False,,,wrong_relay_first_trip
phasor_W48,4428,switch_cap_off,MainBus14,False,239,15,,,,,True,4799.0,499.8958333333333,no_trip
phasor_W48,1694,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W48,1126,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,965.0,100.52083333333334,0.5208333333333334,8.0,False,,,correct_first_trip
phasor_W48,3519,flt_3ph_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W48,538,flt_1phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W48,2584,flt_2phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W48,2855,flt_2phg_shc,MainLn10-11,True,239,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W48,677,flt_1phg_shc,MainLn6-7,True,239,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W48,4487,switch_cable_off,MainBus4,False,239,15,1268.0,132.08333333333334,,12.0,False,,,false_first_trip
phasor_W48,1322,flt_1phg_shc_w_arc,MainBus10,True,239,11,969.0,100.9375,0.9375,11.0,False,,,correct_first_trip
phasor_W48,1393,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,965.0,100.52083333333334,0.5208333333333334,8.0,False,,,correct_first_trip
phasor_W48,3058,flt_2phg_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W48,842,flt_1phg_shc_w_arc,MainLn4-5,True,239,4,967.0,100.72916666666666,0.7291666666666667,4.0,False,,,correct_first_trip
phasor_W48,438,flt_1phg_shc,MainBus3,True,239,1,962.0,100.20833333333333,0.20833333333333334,1.0,False,,,correct_first_trip
phasor_W48,1302,flt_1phg_shc_w_arc,MainLn7-8,True,239,8,972.0,101.25,1.25,8.0,False,,,correct_first_trip
phasor_W48,1235,flt_1phg_shc_w_arc,MainBus12,True,239,14,962.0,100.20833333333333,0.20833333333333334,14.0,False,,,correct_first_trip
phasor_W48,3686,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W48,4134,flt_1phg_hif_w_arc,MainLn8-9,True,239,9,967.0,100.72916666666666,0.7291666666666667,9.0,False,,,correct_first_trip
phasor_W48,1780,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W48,2252,flt_2ph_shc,MainLn3-4,True,239,2,963.0,100.3125,0.3125,2.0,False,,,correct_first_trip
phasor_W48,3328,flt_3ph_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W48,443,flt_1phg_shc,MainBus8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W48,2689,flt_2phg_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W48,157,flt_1phg_shc,MainLn8-9,True,239,9,961.0,100.10416666666666,0.10416666666666667,9.0,False,,,correct_first_trip
phasor_W48,414,flt_1phg_shc,MainLn7-8,True,239,8,961.0,100.10416666666666,0.10416666666666667,8.0,False,,,correct_first_trip
phasor_W48,4228,flt_1phg_incipient,MainBus14,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W48,2715,flt_2phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W48,3415,flt_3ph_shc,MainLn3-8,True,239,3,961.0,100.10416666666666,0.10416666666666667,3.0,False,,,correct_first_trip
phasor_W48,1129,flt_1phg_shc_w_arc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W48,2404,flt_2phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W48,315,flt_1phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W48,2374,flt_2ph_shc,MainLn8-14,True,239,10,961.0,100.10416666666666,0.10416666666666667,10.0,False,,,correct_first_trip
phasor_W48,1876,flt_2ph_shc,MainLn10-11,True,239,12,961.0,100.10416666666666,0.10416666666666667,12.0,False,,,correct_first_trip
phasor_W48,2607,flt_2phg_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
phasor_W48,2829,flt_2phg_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W48,3570,flt_3ph_shc,MainLn12-13,True,239,13,961.0,100.10416666666666,0.10416666666666667,13.0,False,,,correct_first_trip
phasor_W48,4350,flt_1phg_incipient_w_arc,MainBus7,True,239,7,976.0,101.66666666666667,1.6666666666666667,7.0,False,,,correct_first_trip
phasor_W48,625,flt_1phg_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,wrong_relay_first_trip
phasor_W48,2310,flt_2ph_shc,MainBus6,True,239,6,962.0,100.20833333333333,0.20833333333333334,6.0,False,,,correct_first_trip
phasor_W48,3061,flt_2phg_shc,MainLn4-11,True,239,5,961.0,100.10416666666666,0.10416666666666667,5.0,False,,,correct_first_trip
phasor_W48,2154,flt_2ph_shc,MainLn13-14,True,239,14,961.0,100.10416666666666,0.10416666666666667,14.0,False,,,correct_first_trip
phasor_W48,3788,flt_3ph_shc,MainLn6-7,True,239,7,961.0,100.10416666666666,0.10416666666666667,7.0,False,,,correct_first_trip
phasor_W48,4064,flt_1phg_hif,MainLn10-11,True,239,12,984.0,102.5,2.5,12.0,False,,,correct_first_trip
phasor_W48,4475,switch_cable_on,MainBus6,False,239,15,962.0,100.20833333333333,,7.0,False,,,false_first_trip
phasor_W48,2388,flt_2ph_shc,MainLn9-10,True,239,11,961.0,100.10416666666666,0.10416666666666667,11.0,False,,,correct_first_trip
phasor_W48,4087,flt_1phg_hif,MainBus5,True,239,4,979.0,101.97916666666666,1.9791666666666667,4.0,False,,,correct_first_trip
phasor_W48,2894,flt_2phg_shc,MainLn5-6,True,239,6,961.0,100.10416666666666,0.10416666666666667,6.0,False,,,correct_first_trip
phasor_W48,2225,flt_2ph_shc,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W48,4208,flt_1phg_incipient,MainLn1-2,True,239,0,961.0,100.10416666666666,0.10416666666666667,0.0,False,,,correct_first_trip
phasor_W48,463,flt_1phg_shc,MainLn13-14,True,239,14,963.0,100.3125,0.3125,0.0,False,,,wrong_relay_first_trip
phasor_W48,833,flt_1phg_shc_w_arc,MainLn3-8,True,239,3,966.0,100.625,0.625,3.0,False,,,correct_first_trip
phasor_W48,1270,flt_1phg_shc_w_arc,MainLn2-3,True,239,1,977.0,101.77083333333334,1.7708333333333333,12.0,False,,,wrong_relay_first_trip
phasor_W48,3321,flt_3ph_shc,MainLn3-4,True,239,2,961.0,100.10416666666666,0.10416666666666667,2.0,False,,,correct_first_trip
